,notification_date,postcode,likely_source_of_infection,lhd_2010_code,lhd_2010_name,lga_code19,lga_name19,locality,name,state,long,lat,Cases
2539,2020-04-05,2644.0,Overseas,X840,Murrumbidgee,13340.0,Greater Hume Shire (A),YARARA,"BOWNA, COPPABELLA, HOLBROOK, LANKEYS CREEK, LITTLE BILLABONG, MOUNTAIN CREEK, MULLENGANDRA, WANTAGONG, WOOMARGAMA, YARARA",NSW,147.6488785,-35.72015098,2
2731,2020-04-05,2870.0,Overseas,X850,Western NSW,16200.0,Parkes (A),TICHBORNE,"ALECTOWN, BEARGAMIL, BINDOGUNDRA, BROLGAN, BUMBERRY, COOKAMIDGERA, COOKS MYALLS, DAROOBALGIE, GOOBANG, GOONUMBLA, KADINA, MANDAGERY, MICKIBRI, MUGINCOBLE, NANARDINE, PARKES, PARKESBOROUGH, SHALLOW RUSH, TICHBORNE",NSW,148.16818999999998,-33.035496,1
2732,2020-04-05,2452.0,Overseas,X820,Mid North Coast,11800.0,Coffs Harbour (C),TOORMINA,"BAYLDON, BOAMBEE EAST, SAWTELL, TOORMINA",NSW,153.08188,-30.357167999999998,1
2186,2020-04-05,2159.0,Overseas,X760,Northern Sydney,14000.0,Hornsby (A),GALSTON,"ARCADIA, BERRILEE, FIDDLETOWN, GALSTON",NSW,151.084146,-33.539148,3
2178,2020-04-05,2220.0,Local (Known Contact),X720,South Eastern Sydney,12930.0,Georges River (A),HURSTVILLE WESTFIELD,"HURSTVILLE, HURSTVILLE GROVE, HURSTVILLE WESTFIELD",NSW,151.101764,-33.966692,9
521,2020-04-05,2043.0,Under Investigation,X700,Sydney,17200.0,Sydney (C),ERSKINEVILLE,ERSKINEVILLE,NSW,151.184665,-33.903521000000005,4
2122,2020-04-05,2219.0,Local (Known Contact),X720,South Eastern Sydney,10500.0,Bayside (A),SANS SOUCI,"DOLLS POINT, SANDRINGHAM, SANS SOUCI",NSW,151.132495,-33.996587,7
530,2020-04-05,2800.0,Local (Known Contact),X850,Western NSW,16150.0,Orange (C),WINDERA,"AMMERDOWN, BELGRAVIA, BLETCHINGTON, BLOOMFIELD, BOREE, BORENORE, BOWEN, BYNG, CADIA, CALARE, CANOBOLAS, CARGO, CHEESEMANS CREEK, CLERGATE, CLIFTON GROVE, CRANBURY, CULLYA, EMU SWAMP, FOUR MILE CREEK, GLENROI, HUNTLEY, KALEENTHA, KANGAROOBIE, KERRS CREEK, LEWIS PONDS, LIDSTER, LONG POINT, LOWER LEWIS PONDS, LUCKNOW, MARCH, MULLION CREEK, NARRAMBLA, NASHDALE, OPHIR, ORANGE, ORANGE DC, ORANGE EAST, ORANGE MOULDER STREET, PANUARA, PINNACLE, SHADFORTH, SPRING CREEK, SPRING HILL, SPRINGSIDE, SUMA PARK, SUMMER HILL, SUMMER HILL CREEK, TOWAC, WALDEGRAVE, WARRENDINE, WINDERA",NSW,149.0191144,-33.20831682,9
2025,2020-04-05,2558.0,Local (Known Contact),X710,South Western Sydney,11500.0,Campbelltown (C) (NSW),KEARNS,"EAGLE VALE, ESCHOL PARK, KEARNS",NSW,150.799483,-34.031602,5
145,2020-04-05,2153.0,Overseas,X740,Western Sydney,17420.0,The Hills Shire (A),WINSTON HILLS,"BAULKHAM HILLS, BELLA VISTA, CRESTWOOD, WINSTON HILLS",NSW,150.955942,-33.731651,14
710,2020-04-05,2110.0,Overseas,X760,Northern Sydney,14100.0,Hunters Hill (A),WOOLWICH,"HUNTERS HILL, HUNTERS HILL WEST, WOOLWICH",NSW,151.149126,-33.836102000000004,10
1491,2020-04-05,2019.0,Local (Known Contact),X720,South Eastern Sydney,10500.0,Bayside (A),BOTANY,"BANKSMEADOW, BOTANY",NSW,151.207285,-33.946923,6
1372,2020-04-05,2069.0,Overseas,X760,Northern Sydney,14500.0,Ku-ring-gai (A),ROSEVILLE CHASE,"CASTLE COVE, ROSEVILLE, ROSEVILLE CHASE",NSW,151.195368,-33.780246000000005,6
1364,2020-04-05,2118.0,Overseas,X740,Western Sydney,16260.0,Parramatta (C),KINGSDENE,"CARLINGFORD, CARLINGFORD COURT, CARLINGFORD NORTH, KINGSDENE",NSW,151.043518,-33.775596,7
1046,2020-04-05,2224.0,Overseas,X720,South Eastern Sydney,17150.0,Sutherland Shire (A),SYLVANIA WATERS,"KANGAROO POINT, SYLVANIA, SYLVANIA SOUTHGATE, SYLVANIA WATERS",NSW,151.101891,-34.01362,7
1292,2020-04-05,2250.0,Overseas,X770,Central Coast,11650.0,Central Coast (C) (NSW),WYOMING,"BUCKETTY, CALGA, CENTRAL MANGROVE, DONOVANS FOREST, EAST GOSFORD, ERINA, ERINA FAIR, GLENWORTH VALLEY, GOSFORD, GOSFORD WEST, GREENGROVE, HOLGATE, KARIONG, KULNURA, LISAROW, LOWER MANGROVE, MANGROVE CREEK, MANGROVE MOUNTAIN, MATCHAM, MOONEY MOONEY CREEK, MOUNT ELLIOT, MOUNT WHITE, NARARA, NIAGARA PARK, NORTH GOSFORD, PEATS RIDGE, POINT CLARE, POINT FREDERICK, SOMERSBY, SPRINGFIELD, TASCOTT, TEN MILE HOLLOW, UPPER MANGROVE, WENDOREE PARK, WEST GOSFORD, WYOMING",NSW,151.189243,-33.325373,34
52,2020-04-05,2010.0,Local (Unknown Contact),X720,South Eastern Sydney,17200.0,Sydney (C),TAYLOR SQUARE,"DARLINGHURST, SURRY HILLS, TAYLOR SQUARE",NSW,151.212262,-33.884119,30
2205,2020-04-05,2205.0,Local (Known Contact),X720,South Eastern Sydney,10500.0,Bayside (A),WOLLI CREEK,"ARNCLIFFE, TURRELLA, WOLLI CREEK",NSW,151.147956,-33.937551,8
1064,2020-04-05,2576.0,Local (Known Contact),X710,South Western Sydney,18350.0,Wingecarribee (A),KANGALOON,"BONG BONG, BOWRAL, BURRADOO, EAST BOWRAL, EAST KANGALOON, GLENQUARRY, KANGALOON",NSW,150.503502,-34.525612,9
324,2020-04-05,2011.0,Local (Known Contact),X720,South Eastern Sydney,17200.0,Sydney (C),WOOLLOOMOOLOO,"ELIZABETH BAY, HMAS KUTTABUL, KINGS CROSS, POTTS POINT, RUSHCUTTERS BAY, WOOLLOOMOOLOO",NSW,151.22162600000001,-33.873599,28
2246,2020-04-05,2148.0,Local (Known Contact),X740,Western Sydney,10750.0,Blacktown (C),PROSPECT,"ARNDELL PARK, BLACKTOWN, BLACKTOWN WESTPOINT, HUNTINGWOOD, KINGS PARK, MARAYONG, PROSPECT",NSW,150.900547,-33.783751,29
2273,2020-04-05,2539.0,Overseas,X730,Illawarra Shoalhaven,16950.0,Shoalhaven (C),YATTE YATTAH,"BAWLEY POINT, BENDALONG, BERRINGER LAKE, BURRILL LAKE, COCKWHY, CONJOLA, CONJOLA PARK, CROOBYAR, CUNJURONG POINT, DOLPHIN POINT, FISHERMANS PARADISE, KINGS POINT, KIOLOA, LAKE CONJOLA, LAKE TABOURIE, MANYANA, MOLLYMOOK, MOLLYMOOK BEACH, MOUNT KINGIMAN, NARRAWALLEE, POINTER MOUNTAIN, PRETTY BEACH, TERMEIL, ULLADULLA, YADBORO, YATTE YATTAH",NSW,150.393202,-35.522387,6
2337,2020-04-05,2103.0,Overseas,X760,Northern Sydney,15990.0,Northern Beaches (A),MONA VALE,MONA VALE,NSW,151.302825,-33.679336,5
2733,2020-04-06,2505.0,Overseas,X730,Illawarra Shoalhaven,18450.0,Wollongong (C),PORT KEMBLA,"KEMBLAWARRA, PORT KEMBLA",NSW,150.943899,-34.466406,1
1411,2020-04-06,2481.0,Overseas,X810,Northern NSW,11350.0,Byron (A),TYAGARAH,"BROKEN HEAD, BYRON BAY, EWINGSDALE, HAYTERS HILL, MYOCUM, SKINNERS SHOOT, SUFFOLK PARK, TALOFA, TYAGARAH",NSW,153.592843,-28.660756,5
881,2020-04-06,2218.0,Overseas,X720,South Eastern Sydney,12930.0,Georges River (A),CARLTON,"ALLAWAH, CARLTON",NSW,151.117453,-33.973161,12
1631,2020-04-06,2320.0,Local (Known Contact),X800,Hunter New England,15050.0,Maitland (C),WINDELLA,"ABERGLASSLYN, ALLANDALE, ANAMBAH, BOLWARRA, BOLWARRA HEIGHTS, FARLEY, GLEN OAK, GOSFORTH, HILLSBOROUGH, HORSESHOE BEND, KEINBAH, LARGS, LORN, LOUTH PARK, MAITLAND, MAITLAND NORTH, MAITLAND VALE, MELVILLE, MINDARIBBA, MOUNT DEE, OAKHAMPTON, OAKHAMPTON HEIGHTS, POKOLBIN, ROSEBROOK, ROTHBURY, RUTHERFORD, SOUTH MAITLAND, TELARAH, WALLALONG, WINDELLA",NSW,151.543675,-32.741737,9
245,2020-04-06,2113.0,Local (Unknown Contact),X760,Northern Sydney,16700.0,Ryde (C),NORTH RYDE,"BLENHEIM ROAD, EAST RYDE, MACQUARIE CENTRE, MACQUARIE PARK, NORTH RYDE",NSW,151.130233,-33.79419,20
484,2020-04-06,2046.0,Overseas,X700,Sydney,11520.0,Canada Bay (A),WAREEMBA,"ABBOTSFORD, CANADA BAY, CHISWICK, FIVE DOCK, RODD POINT, RUSSELL LEA, WAREEMBA",NSW,151.133865,-33.866044,12
416,2020-04-06,2145.0,Overseas,X740,Western Sydney,12380.0,Cumberland (A),WESTMEAD,"CONSTITUTION HILL, GIRRAWEEN, GREYSTANES, MAYS HILL, PEMULWUY, PENDLE HILL, SOUTH WENTWORTHVILLE, WENTWORTHVILLE, WESTMEAD",NSW,150.957425,-33.813103999999996,40
1195,2020-04-06,2000.0,Overseas,X720,South Eastern Sydney,17200.0,Sydney (C),THE ROCKS,"BARANGAROO, DARLING HARBOUR, DAWES POINT, HAYMARKET, MILLERS POINT, PARLIAMENT HOUSE, SYDNEY, SYDNEY SOUTH, THE ROCKS",NSW,151.20879430000002,-33.8681392,16
2575,2020-04-06,2754.0,Local (Known Contact),X750,Nepean Blue Mountains,13800.0,Hawkesbury (C),THE SLOPES,"NORTH RICHMOND, TENNYSON, THE SLOPES",NSW,150.72802,-33.557893,3
22,2020-04-06,2350.0,Local (Unknown Contact),X800,Hunter New England,10130.0,Armidale Regional (A),WONGWIBINDA,"ABERFOYLE, ABINGTON, ACACIA PARK, ARGYLE, ARMIDALE, ARMIDALE DC, ARMIDALE EAST, BEN VENUE, BONA VISTA, BOOROLONG, CASTLE DOYLE, COMMISSIONERS WATERS, DANGARSLEIGH, DONALD CREEK, DUMARESQ, DUVAL, EAST ARMIDALE, ENMORE, HILLGROVE, INVERGOWRIE, JEOGLA, KELLYS PLAINS, LYNDHURST, MADGWICK, METZ, NEWLING, NORTH HILL, PUDDLEDOCK, SAUMAREZ, SAUMAREZ PONDS, SOUDAN HEIGHTS, SOUTH HILL, ST PATRICKS, THALGARRAH, TILBUSTER, WARDS MISTAKE, WEST ARMIDALE, WOLLOMOMBI, WONGWIBINDA",NSW,151.906153,-30.493396999999998,3
1249,2020-04-06,2575.0,Overseas,X710,South Western Sydney,18350.0,Wingecarribee (A),YERRINBOOL,"ALPINE, AYLMERTON, BALACLAVA, BARRALLIER, BRAEMAR, BULLIO, COLO VALE, GOODMANS FORD, HIGH RANGE, HILL TOP, JOADJA, MANDEMAR, MITTAGONG, MOUNT LINDSEY, RENWICK, WATTLE RIDGE, WELBY, WILLOW VALE, WOODLANDS, YERRINBOOL",NSW,150.34221399999998,-34.347195,8
2471,2020-04-06,2289.0,Overseas,X800,Hunter New England,15900.0,Newcastle (C),KOTARA SOUTH,"ADAMSTOWN, ADAMSTOWN HEIGHTS, GARDEN SUBURB, HIGHFIELDS, KOTARA, KOTARA FAIR, KOTARA SOUTH",NSW,151.71008,-32.948567,3
296,2020-04-06,2127.0,Local (Known Contact),X740,Western Sydney,16260.0,Parramatta (C),WENTWORTH POINT,"HOMEBUSH BAY, NEWINGTON, SYDNEY OLYMPIC PARK, WENTWORTH POINT",NSW,151.0771675,-33.82764565,5
1515,2020-04-06,2557.0,Local (Known Contact),X710,South Western Sydney,11450.0,Camden (A),ROSSMORE,"CATHERINE FIELD, GLEDSWOOD HILLS, GREGORY HILLS, ROSSMORE",NSW,150.774858,-33.993545000000005,5
218,2020-04-06,2232.0,Local (Unknown Contact),X720,South Eastern Sydney,17150.0,Sutherland Shire (A),WORONORA,"AUDLEY, GARIE, GRAYS POINT, KAREELA, KIRRAWEE, KIRRAWEE DC, LOFTUS, SUTHERLAND, WORONORA",NSW,151.06432900000001,-34.061753,16
82,2020-04-07,2077.0,Overseas,X760,Northern Sydney,14000.0,Hornsby (A),WAITARA,"ASQUITH, HORNSBY, HORNSBY HEIGHTS, WAITARA",NSW,151.097508,-33.691922,16
1055,2020-04-07,2032.0,Local (Known Contact),X720,South Eastern Sydney,16550.0,Randwick (C),KINGSFORD,"DACEYVILLE, KINGSFORD",NSW,151.223936,-33.930314,7
354,2020-04-07,2234.0,Local (Known Contact),X720,South Eastern Sydney,17150.0,Sutherland Shire (A),MENAI CENTRAL,"ALFORDS POINT, BANGOR, BARDEN RIDGE, ILLAWONG, LUCAS HEIGHTS, MENAI, MENAI CENTRAL",NSW,151.004412,-34.021938,20
580,2020-04-07,2024.0,Local (Known Contact),X720,South Eastern Sydney,18050.0,Waverley (A),WAVERLEY,"BRONTE, CHARING CROSS, WAVERLEY",NSW,151.259392,-33.904414,17
765,2020-04-07,2570.0,Overseas,X710,South Western Sydney,11450.0,Camden (A),WEROMBI,"BELIMBLA PARK, BICKLEY VALE, BROWNLOW HILL, CAMDEN, CAMDEN PARK, CAMDEN SOUTH, CAWDOR, COBBITTY, ELDERSLIE, ELLIS LANE, GLENMORE, GRASMERE, KIRKHAM, LEFEVRES CORNER, MOUNT HUNTER, NATTAI, OAKDALE, ORAN PARK, ORANGEVILLE, SPRING FARM, THE OAKS, THERESA PARK, WEROMBI",NSW,150.52529199999998,-34.042913,13
1796,2020-04-07,2264.0,Local (Known Contact),X800,Hunter New England,14650.0,Lake Macquarie (C),YARRAWONGA PARK,"BALCOLYN, BONNELLS BAY, BRIGHTWATERS, DORA CREEK, ERARING, MANDALONG, MIRRABOOKA, MORISSET, MORISSET PARK, MYUNA BAY, SILVERWATER, SUNSHINE, WINDERMERE PARK, YARRAWONGA PARK",NSW,151.533807,-33.106675,6
553,2020-04-07,2096.0,Local (Unknown Contact),X760,Northern Sydney,15990.0,Northern Beaches (A),QUEENSCLIFF,"CURL CURL, FRESHWATER, HARBORD, QUEENSCLIFF",NSW,151.28493999999998,-33.776781,14
1678,2020-04-07,2074.0,Local (Known Contact),X760,Northern Sydney,14500.0,Ku-ring-gai (A),WARRAWEE,"BOBBIN HEAD, NORTH TURRAMURRA, SOUTH TURRAMURRA, TURRAMURRA, WARRAWEE",NSW,151.123716,-33.735222,14
2191,2020-04-07,2152.0,Local (Unknown Contact),X740,Western Sydney,16260.0,Parramatta (C),NORTHMEAD,NORTHMEAD,NSW,150.996388,-33.782501,5
120,2020-04-07,2022.0,Local (Known Contact),X720,South Eastern Sydney,18050.0,Waverley (A),QUEENS PARK,"BONDI JUNCTION, BONDI JUNCTION PLAZA, QUEENS PARK",NSW,151.245049,-33.896401000000004,35
1560,2020-04-07,2303.0,Overseas,X800,Hunter New England,15900.0,Newcastle (C),HAMILTON SOUTH,"HAMILTON, HAMILTON DC, HAMILTON EAST, HAMILTON SOUTH",NSW,151.743325,-32.924571,6
646,2020-04-07,2207.0,Local (Known Contact),X720,South Eastern Sydney,10500.0,Bayside (A),BEXLEY SOUTH,"BARDWELL PARK, BARDWELL VALLEY, BEXLEY, BEXLEY NORTH, BEXLEY SOUTH",NSW,151.119517,-33.948744,10
268,2020-04-08,2119.0,Local (Unknown Contact),X760,Northern Sydney,14000.0,Hornsby (A),CHELTENHAM,"BEECROFT, CHELTENHAM",NSW,151.064176,-33.755499,9
372,2020-04-08,2428.0,Under Investigation,X800,Hunter New England,15240.0,Mid-Coast (A),WHOOTA,"BLUEYS BEACH, BOOMERANG BEACH, BOOTI BOOTI, CHARLOTTE BAY, COOMBA BAY, COOMBA PARK, DARAWANK, ELIZABETH BEACH, FORSTER, FORSTER SHOPPING VILLAGE, GREEN POINT, PACIFIC PALMS, SANDBAR, SHALLOW BAY, SMITHS LAKE, TARBUCK BAY, TIONA, TUNCURRY, WALLINGAT, WALLIS LAKE, WHOOTA",NSW,152.454216,-32.196739,18
657,2020-04-08,2020.0,Overseas,X720,South Eastern Sydney,10500.0,Bayside (A),SYDNEY INTERNATIONAL AIRPORT,"MASCOT, SYDNEY DOMESTIC AIRPORT, SYDNEY INTERNATIONAL AIRPORT",NSW,151.176775,-33.936178999999996,11
87,2020-04-08,2163.0,Local (Unknown Contact),X710,South Western Sydney,12850.0,Fairfield (C),VILLAWOOD,"CARRAMAR, LANSDOWNE, VILLAWOOD",NSW,150.979458,-33.887203,5
2661,2020-04-08,2168.0,Local (Known Contact),X710,South Western Sydney,14900.0,Liverpool (C),SADLEIR,"ASHCROFT, BUSBY, CARTWRIGHT, GREEN VALLEY, HECKENBERG, HINCHINBROOK, MILLER, SADLEIR",NSW,150.87534499999998,-33.915939,12
449,2020-04-08,2761.0,Local (Unknown Contact),X740,Western Sydney,10750.0,Blacktown (C),PLUMPTON,"COLEBEE, DEAN PARK, GLENDENNING, GLENDENNING DC, HASSALL GROVE, OAKHURST, PLUMPTON",NSW,150.84746,-33.742005999999996,15
2734,2020-04-08,2722.0,Overseas,X840,Murrumbidgee,12160.0,Cootamundra-Gundagai Regional (A),WILLIE PLOMA,"BONGALONG, BONGONGALONG, BRUNGLE, BRUNGLE CREEK, BURRA, BURRA CREEK, DARBALARA, EDWARDSTOWN, GUNDAGAI, JACKALASS, JONES CREEK, MUTTAMA, NANGUS, RENO, SOUTH GUNDAGAI, TARRABANDRA, WAGRAGOBILLY, WILLIE PLOMA",NSW,148.10286599999998,-35.053523,1
2590,2020-04-08,2137.0,Local (Known Contact),X700,Sydney,11520.0,Canada Bay (A),NORTH STRATHFIELD,"BREAKFAST POINT, CABARITA, CONCORD, MORTLAKE, NORTH STRATHFIELD",NSW,151.103751,-33.857490000000006,3
1857,2020-04-08,2210.0,Local (Known Contact),X720,South Eastern Sydney,12930.0,Georges River (A),RIVERWOOD,"LUGARNO, PEAKHURST, PEAKHURST DC, PEAKHURST HEIGHTS, RIVERWOOD",NSW,151.052257,-33.957725,19
1868,2020-04-08,2111.0,Local (Known Contact),X760,Northern Sydney,14100.0,Hunters Hill (A),TENNYSON POINT,"BORONIA PARK, GLADESVILLE, HENLEY, HUNTLEYS COVE, HUNTLEYS POINT, MONASH PARK, TENNYSON POINT",NSW,151.12448799999999,-33.829953,11
1975,2020-04-08,2321.0,Under Investigation,X800,Hunter New England,15050.0,Maitland (C),WOODVILLE,"BERRY PARK, BUTTERWICK, CLARENCE TOWN, CLIFTLEIGH, DUCKENFIELD, DUNS CREEK, GILLIESTON HEIGHTS, GLEN MARTIN, GLEN WILLIAM, HARPERS HILL, HEDDON GRETA, HINTON, IONA, LOCHINVAR, LUSKINTYRE, MORPETH, OSWALD, PHOENIX PARK, RAWORTH, WINDERMERE, WOERDEN, WOODVILLE",NSW,151.683702,-32.660185999999996,7
2034,2020-04-08,2541.0,Overseas,X730,Illawarra Shoalhaven,16950.0,Shoalhaven (C),WEST NOWRA,"BANGALEE, BOMADERRY, NORTH NOWRA, NOWRA, NOWRA DC, NOWRA EAST, NOWRA NORTH, SOUTH NOWRA, WEST NOWRA",NSW,150.450994,-34.990592,9
2562,2020-04-08,2450.0,Overseas,X820,Mid North Coast,11800.0,Coffs Harbour (C),UPPER ORARA,"BOAMBEE, BONVILLE, BROOKLANA, BUCCA, COFFS HARBOUR, COFFS HARBOUR DC, COFFS HARBOUR JETTY, COFFS HARBOUR PLAZA, CORAMBA, DAIRYVILLE, GLENREAGH, KARANGI, KORORA, LOWANNA, LOWER BUCCA, MOONEE BEACH, NANA GLEN, NORTH BOAMBEE VALLEY, SAPPHIRE BEACH, SHERWOOD, ULONG, UPPER ORARA",NSW,152.658268,-30.097726,11
1506,2020-04-08,2283.0,Local (Known Contact),X800,Hunter New England,14650.0,Lake Macquarie (C),TORONTO,"ARCADIA VALE, AWABA, BALMORAL, BLACKALLS PARK, BOLTON POINT, BUTTABA, CAREY BAY, COAL POINT, FASSIFERN, FENNELL BAY, FISHING POINT, KILABEN BAY, RATHMINES, RYHOPE, TORONTO",NSW,151.57181,-33.019117,15
4,2020-04-08,2134.0,Local (Known Contact),X700,Sydney,11300.0,Burwood (A),BURWOOD NORTH,"BURWOOD, BURWOOD NORTH",NSW,151.10175700000002,-33.880049,5
1384,2020-04-08,2767.0,Local (Unknown Contact),X740,Western Sydney,10750.0,Blacktown (C),WOODCROFT,"BUNGARRIBEE, DOONSIDE, WOODCROFT",NSW,150.871134,-33.763843,7
2367,2020-04-08,2135.0,Local (Unknown Contact),X700,Sydney,17100.0,Strathfield (A),STRATHFIELD,STRATHFIELD,NSW,151.08475900000002,-33.881009000000006,9
1357,2020-04-08,2206.0,Interstate,X700,Sydney,11570.0,Canterbury-Bankstown (A),UNDERCLIFFE,"CLEMTON PARK, EARLWOOD, UNDERCLIFFE",NSW,151.122881,-33.926056,6
2320,2020-04-08,2304.0,Local (Unknown Contact),X800,Hunter New England,15900.0,Newcastle (C),WARABROOK,"KOORAGANG, MAYFIELD, MAYFIELD EAST, MAYFIELD NORTH, MAYFIELD WEST, SANDGATE, WARABROOK",NSW,151.73862,-32.880319,3
1134,2020-04-08,2479.0,Overseas,X810,Northern NSW,11350.0,Byron (A),ST HELENA,"BANGALOW, BINNA BURRA, BROOKLET, COOPERS SHOOT, COORABELL, FERNLEIGH, KNOCKROW, MCLEODS SHOOT, NASHUA, NEWRYBAR, POSSUM CREEK, ST HELENA",NSW,153.514963,-28.709545000000002,4
1167,2020-04-08,2430.0,Under Investigation,X800,Hunter New England,15240.0,Mid-Coast (A),WALLABI POINT,"BLACK HEAD, BOHNOCK, BOOTAWA, BRIMBIN, CABBAGE TREE ISLAND, CHATHAM, CROKI, CUNDLETOWN, DIAMOND BEACH, DUMARESQ ISLAND, FAILFORD, GHINNI GHINNI, GLENTHORNE, HALLIDAYS POINT, HAPPY VALLEY, HILLVILLE, JONES ISLAND, KIWARRAK, KOLODONG, KOORAINGHAT, KUNDLE KUNDLE, LANSDOWNE, LANSDOWNE FOREST, MANNING POINT, MELINGA, MITCHELLS ISLAND, MONDROOK, OLD BAR, OXLEY ISLAND, PAMPOOLAH, POSSUM BRUSH, PURFLEET, RAINBOW FLAT, RED HEAD, SALTWATER, TALLWOODS VILLAGE, TAREE, TAREE DC, TAREE SOUTH, TAREE WEST, TINONEE, UPPER LANSDOWNE, WALLABI POINT",NSW,152.503209,-31.899310999999997,16
2481,2020-04-08,2062.0,Interstate,X760,Northern Sydney,15950.0,North Sydney (A),CAMMERAY,CAMMERAY,NSW,151.21246000000002,-33.822837,8
1221,2020-04-08,2193.0,Local (Known Contact),X700,Sydney,11570.0,Canterbury-Bankstown (A),HURLSTONE PARK,"ASHBURY, CANTERBURY, HURLSTONE PARK",NSW,151.12086000000002,-33.910308,7
2409,2020-04-08,2478.0,Overseas,X810,Northern NSW,10250.0,Ballina (A),WEST BALLINA,"BALLINA, BALLINA DC, COOLGARDIE, CUMBALUM, EAST BALLINA, EMPIRE VALE, KEITH HALL, KINVARA, LENNOX HEAD, PATCHS BEACH, PIMLICO, PIMLICO ISLAND, SKENNARS HEAD, SOUTH BALLINA, TEVEN, TINTENBAR, WEST BALLINA",NSW,153.532475,-28.865483,4
2405,2020-04-08,2212.0,Overseas,X710,South Western Sydney,11570.0,Canterbury-Bankstown (A),REVESBY NORTH,"REVESBY, REVESBY HEIGHTS, REVESBY NORTH",NSW,151.014547,-33.947286,5
2468,2020-04-08,2317.0,Overseas,X800,Hunter New England,16400.0,Port Stephens (A),SOLDIERS POINT,"SALAMANDER BAY, SOLDIERS POINT",NSW,152.076399,-32.720937,4
2489,2020-04-09,2640.0,Overseas,X921,Network with Vic,10050.0,Albury (C),WYMAH,"ALBURY, BUNGOWANNAH, EAST ALBURY, ETTAMOGAH, GLENROY, LAVINGTON DC, MOORWATHA, NORTH ALBURY, OURNIE, SOUTH ALBURY, SPLITTERS CREEK, TABLE TOP, TALMALMO, THURGOONA, WEST ALBURY, WIRLINGA, WYMAH",NSW,147.026549,-36.016196,5
2395,2020-04-09,2035.0,Local (Unknown Contact),X720,South Eastern Sydney,16550.0,Randwick (C),PAGEWOOD,"MAROUBRA, MAROUBRA SOUTH, PAGEWOOD",NSW,151.241292,-33.945634999999996,21
1906,2020-04-09,2261.0,Local (Known Contact),X770,Central Coast,11650.0,Central Coast (C) (NSW),TUMBI UMBI,"BATEAU BAY, BAY VILLAGE, BERKELEY VALE, BLUE BAY, CHITTAWAY BAY, CHITTAWAY POINT, GLENNING VALLEY, KILLARNEY VALE, LONG JETTY, MAGENTA, SHELLY BEACH, THE ENTRANCE, THE ENTRANCE NORTH, TOOWOON BAY, TUMBI UMBI",NSW,151.519708,-33.315827,8
2358,2020-04-09,2007.0,Local (Known Contact),X700,Sydney,17200.0,Sydney (C),ULTIMO,"BROADWAY, ULTIMO",NSW,151.19665,-33.883189,8
2012,2020-04-09,2107.0,Overseas,X760,Northern Sydney,15990.0,Northern Beaches (A),WHALE BEACH,"AVALON, AVALON BEACH, BILGOLA, BILGOLA BEACH, BILGOLA PLATEAU, CAREEL BAY, CLAREVILLE, PARADISE BEACH, TAYLORS POINT, WHALE BEACH",NSW,151.323289,-33.634816,6
2730,2020-04-09,2165.0,Local (Known Contact),X710,South Western Sydney,12850.0,Fairfield (C),FAIRFIELD WEST,"FAIRFIELD, FAIRFIELD EAST, FAIRFIELD HEIGHTS, FAIRFIELD WEST",NSW,150.947496,-33.872434999999996,3
2052,2020-04-09,2560.0,Local (Known Contact),X710,South Western Sydney,11500.0,Campbelltown (C) (NSW),WOODBINE,"AIRDS, AMBARVALE, APPIN, BLAIR ATHOL, BRADBURY, CAMPBELLTOWN, CAMPBELLTOWN NORTH, CATARACT, ENGLORIE PARK, GILEAD, GLEN ALPINE, KENTLYN, LEUMEAH, MACARTHUR SQUARE, ROSEMEADOW, RUSE, ST HELENS PARK, WEDDERBURN, WOODBINE",NSW,150.768408,-34.194216,16
1822,2020-04-09,2086.0,Local (Unknown Contact),X760,Northern Sydney,15990.0,Northern Beaches (A),FRENCHS FOREST EAST,"FRENCHS FOREST, FRENCHS FOREST EAST",NSW,151.22921100000002,-33.75185,6
468,2020-04-09,2170.0,Local (Known Contact),X710,South Western Sydney,14900.0,Liverpool (C),WARWICK FARM,"CASULA, CASULA MALL, CHIPPING NORTON, HAMMONDVILLE, LIVERPOOL, LIVERPOOL SOUTH, LIVERPOOL WESTFIELD, LURNEA, MOOREBANK, MOUNT PRITCHARD, PRESTONS, WARWICK FARM",NSW,150.921448,-33.928391999999995,19
2182,2020-04-09,2621.0,Overseas,X830,Southern NSW,16490.0,Queanbeyan-Palerang Regional (A),ROSSI,"ANEMBO, BUNGENDORE, BYWONG, FORBES CREEK, HOSKINSTOWN, PRIMROSE VALLEY, ROSSI",NSW,149.484038,-35.4698,4
2217,2020-04-09,2017.0,Under Investigation,X700,Sydney,17200.0,Sydney (C),ZETLAND,"WATERLOO, WATERLOO DC, ZETLAND",NSW,151.206316,-33.903892,10
186,2020-04-09,2200.0,Overseas,X710,South Western Sydney,11570.0,Canterbury-Bankstown (A),MOUNT LEWIS,"BANKSTOWN, BANKSTOWN AERODROME, BANKSTOWN AIRPORT, BANKSTOWN NORTH, BANKSTOWN SQUARE, CONDELL PARK, MANAHAN, MOUNT LEWIS",NSW,151.014937,-33.926559000000005,10
1567,2020-04-09,2072.0,Overseas,X760,Northern Sydney,14500.0,Ku-ring-gai (A),GORDON,GORDON,NSW,151.153176,-33.754582,7
